Interval,Description,Agent,Int Agt ID,Adv,In Ans,In,Out Ans,Out,Tot Tlk (Seconds Value),Avg Tlk (Seconds Value),End On-Hold,Esc,Esc To,In Abnd,Max Concr,Out Fail,OvrFd In,OvrFd Off,All Ans,All,UnMon,Trans In,Trans Out,Unrtrnd,Ans <= 15s,Abnd <= 60s,Max Call (Seconds Value),Max Held (Seconds Value),Max Talk (Seconds Value),Tot Call (Seconds Value),Tot Held (Seconds Value),Tot Rng (Seconds Value),Alerting (Seconds Value),Available (Seconds Value),Busy (Seconds Value),Handling (Seconds Value),N/A (Seconds Value)
24/01/2026 (03:00:00 - 03:59:59),Theo Bennett,440797064732.0,,0,0.0,0.0,0.0,0.0,0.0,198.35380469576415,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,873.3871919631775,129.3058638243505,737.8123484471606,0.0,0.0,0.0,0.0,3436.9385375323855,0.0,0.0,163.0614624676145
24/01/2026 (03:00:00 - 03:59:59),Nina Reed,440712872381.0,,0,0.0,0.0,0.0,0.0,0.0,332.85132996675475,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,842.6047169793349,69.73000081604371,765.4207569385978,0.0,0.0,0.0,0.0,3493.8296380495776,0.0,0.0,106.17036195042238
24/01/2026 (03:00:00 - 03:59:59),Ella Scott,440738213751.0,,0,2.0,2.0,0.0,0.0,551.0751860920511,275.53759304602556,0,0,0,0.0,0,0.0,0,0,2.0,2.0,0,0,0,0,0.0,0.0,1117.8971671505533,57.302604708832774,1053.4445081230328,600.1983998993663,34.82310516994015,14.300108637375082,7.805013701649021,2928.267298368118,608.0034136010154,600.1983998993663,63.7292880308663
24/01/2026 (03:00:00 - 03:59:59),Freya Wright,440705932682.0,,0,3.0,4.0,0.0,1.0,1098.8004173231577,366.2668057743859,0,0,0,1.0,0,1.0,0,0,3.0,5.0,0,0,0,0,1.0,1.0,1494.380708842066,55.96966748618846,1433.7378470832357,1153.8020827964936,40.98208265541009,14.019582817925837,13.10570606478381,2343.8670528606353,1166.9077888612774,1153.8020827964936,89.22515827808735
24/01/2026 (04:00:00 - 04:59:59),Liam Turner,440710619180.0,,0,0.0,0.0,0.0,0.0,0.0,345.6662583487721,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,849.7842498492295,85.16802252267804,760.9783989730962,0.0,0.0,0.0,0.0,3462.6821573702296,0.0,0.0,137.31784262977024
24/01/2026 (04:00:00 - 04:59:59),Nina Ward,440795892684.0,,0,0.0,0.0,1.0,1.0,0.0,264.8070695912364,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,0.0,0.0,1086.446818300856,112.93154975695613,966.3220762767967,0.0,0.0,7.19319226710303,0.0,3364.403791557925,0.0,0.0,235.5962084420747
24/01/2026 (04:00:00 - 04:59:59),Ruby Bennett,440776845445.0,,0,2.0,2.0,0.0,0.0,277.6961383809856,138.8480691904928,0,0,0,0.0,0,0.0,0,0,2.0,2.0,0,0,0,0,1.0,0.0,392.5130036382359,24.35569496559824,362.3650008430675,313.6187263339371,24.337972293811152,11.584615659140345,9.119259513747936,3195.5344964478413,322.737985847685,313.6187263339371,81.72751770447366
24/01/2026 (04:00:00 - 04:59:59),Theo Bennett,440797064732.0,,0,0.0,0.0,0.0,0.0,0.0,260.87802660794375,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,726.0226850814249,48.71589415501092,672.8555058854795,0.0,0.0,0.0,0.0,3492.83972809947,0.0,0.0,107.16027190053018
24/01/2026 (04:00:00 - 04:59:59),Nina Reed,440712872381.0,,0,0.0,0.0,1.0,1.0,0.0,189.7552458101137,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,0.0,0.0,739.9133838532501,87.95585422124732,645.0035716201489,0.0,0.0,6.953958011853881,0.0,3407.3183824548682,0.0,0.0,192.68161754513193
24/01/2026 (04:00:00 - 04:59:59),Ella Scott,440738213751.0,,0,1.0,1.0,0.0,0.0,241.6272925835972,241.6272925835972,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,640.866587728015,149.17214724852784,484.566156985284,281.64950658547144,32.893930507671094,7.128283494203125,5.85504625714991,3029.523940113958,287.50455284262137,281.64950658547144,282.97150704342096
24/01/2026 (04:00:00 - 04:59:59),Freya Wright,440705932682.0,,0,1.0,1.0,0.0,0.0,230.52308000032002,230.52308000032002,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,923.6862448616511,47.23959658955505,872.1555828883409,256.2751170871298,21.46097170305461,4.291065383755154,3.990277411350078,3172.8257430120902,260.26539449847985,256.2751170871298,166.90886248943002
24/01/2026 (05:00:00 - 05:59:59),Liam Turner,440710619180.0,,0,1.0,1.0,0.0,0.0,166.2439746533175,166.2439746533175,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,0.0,0.0,409.6814083675853,59.08867989696595,346.9590824819427,183.7422022228268,13.86458158083266,3.6336459886766233,3.2346344405381875,3227.5197119601135,186.976836663365,183.7422022228268,185.5034513765219
24/01/2026 (05:00:00 - 05:59:59),Nina Ward,440795892684.0,,0,0.0,0.0,2.0,2.0,0.0,294.18111546537364,0,0,0,0.0,0,0.0,0,0,2.0,2.0,0,0,0,0,0.0,0.0,1082.2408886742426,96.7346732848793,980.007430355769,0.0,0.0,10.99757006718864,0.0,3482.910023315873,0.0,0.0,117.08997668412694
24/01/2026 (05:00:00 - 05:59:59),Ruby Bennett,440776845445.0,,0,0.0,0.0,0.0,0.0,0.0,391.5841143354331,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1384.9713152645954,68.75236302128779,1309.8436627058727,0.0,0.0,0.0,0.0,3402.1579084668824,0.0,0.0,197.84209153311775
24/01/2026 (05:00:00 - 05:59:59),Theo Bennett,440797064732.0,,0,1.0,1.0,1.0,1.0,187.0690362285473,187.0690362285473,0,0,0,0.0,0,0.0,0,0,2.0,2.0,0,0,0,0,0.0,0.0,571.4960782987104,41.97837057661129,525.316113323632,206.39759877253618,15.12696814552178,8.403188796934245,3.2398097812546918,3146.2422136375294,209.63740855379086,206.39759877253618,244.12037780867982
24/01/2026 (05:00:00 - 05:59:59),Nina Reed,440712872381.0,,0,1.0,1.0,0.0,0.0,202.63997888400496,202.63997888400496,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,589.4134751403326,82.26522856902021,501.1018341267241,238.6605639939002,29.97417266530687,6.046412444588372,3.804180742912714,3125.8103282438155,242.46474473681292,238.6605639939002,231.72492701937168
24/01/2026 (05:00:00 - 05:59:59),Ella Scott,440738213751.0,,0,3.0,3.0,0.0,0.0,727.0925791410549,242.3641930470183,0,0,0,0.0,0,0.0,0,0,3.0,3.0,0,0,0,0,1.0,0.0,905.2787983391072,68.83983674681708,826.194521057247,851.1157628211963,93.28986207501218,30.73332160512928,14.517948354833528,2646.6716813867147,865.6337111760298,851.1157628211963,87.69460743725557
24/01/2026 (05:00:00 - 05:59:59),Freya Wright,440705932682.0,,0,0.0,0.0,0.0,0.0,0.0,234.8545122069301,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,878.0714402784004,77.26965263109004,796.9731644995417,0.0,0.0,0.0,0.0,3431.84447799001,0.0,0.0,168.1555220099899
24/01/2026 (06:00:00 - 06:59:59),Liam Turner,440710619180.0,,0,1.0,1.0,0.0,0.0,212.52491873212526,212.52491873212526,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,615.045438758552,116.65034373127854,488.43189757020957,246.2515552295549,23.763439040365736,9.963197457063911,4.39660935929285,3172.8905385465364,250.64816458884775,246.2515552295549,176.4612968646158
24/01/2026 (06:00:00 - 06:59:59),Nina Ward,440795892684.0,,0,1.0,1.0,0.0,0.0,446.3459229996715,446.3459229996715,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,1010.4554117297081,31.155325373660283,972.1472578430369,463.86400691166637,10.365255398983967,7.152828513010947,5.833966494875789,3052.3694344724217,469.69797340654213,463.86400691166637,77.93259212103631
24/01/2026 (06:00:00 - 06:59:59),Ruby Bennett,440776845445.0,,0,0.0,0.0,0.0,0.0,0.0,271.352341779935,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,624.3060084515969,39.12579490950798,574.7637562167006,0.0,0.0,0.0,0.0,3360.521794503102,0.0,0.0,239.47820549689806
24/01/2026 (06:00:00 - 06:59:59),Theo Bennett,440797064732.0,,0,1.0,1.0,1.0,1.0,343.75451117074016,343.75451117074016,0,0,0,0.0,0,0.0,0,0,2.0,2.0,0,0,0,0,0.0,0.0,1428.8477310667865,51.30151818083783,1367.4303226958816,368.5317072683847,14.661305907577482,20.231780380134197,3.7389166429513403,2972.9590338234516,372.27062391133603,368.5317072683847,254.77034226521255
24/01/2026 (06:00:00 - 06:59:59),Nina Reed,440712872381.0,,0,4.0,4.0,0.0,0.0,857.9968420275891,214.49921050689727,0,0,0,0.0,0,0.0,0,0,4.0,4.0,0,0,0,0,1.0,0.0,715.3381187711735,95.87861790111224,615.3266645921171,981.5905523701606,107.06236523079461,16.53134511177688,23.85643129492957,2329.9297020046242,1005.4469836650902,981.5905523701606,264.62331433028544
24/01/2026 (06:00:00 - 06:59:59),Ella Scott,440738213751.0,,0,2.0,3.0,0.0,0.0,390.5304061205242,195.2652030602621,0,0,0,1.0,0,0.0,0,0,2.0,3.0,0,0,0,0,2.0,1.0,583.8020769488875,126.03004150546938,454.73085627657747,450.4474423027591,53.834677848553724,6.082358333681173,7.019536729142266,3079.561319472645,457.46697903190136,450.4474423027591,62.971701495453736
24/01/2026 (06:00:00 - 06:59:59),Freya Wright,440705932682.0,,0,0.0,0.0,0.0,0.0,0.0,275.7091907551849,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,675.8247127644502,75.6217679390693,592.0447105736349,0.0,0.0,0.0,0.0,3472.9331058504517,0.0,0.0,127.06689414954846
24/01/2026 (07:00:00 - 07:59:59),Liam Turner,440710619180.0,,0,2.0,2.0,0.0,0.0,524.2769960612278,262.1384980306139,0,0,0,0.0,0,0.0,0,0,2.0,2.0,0,0,0,0,2.0,0.0,843.8359814127751,38.63686034814504,797.3705886929857,563.9040262923857,23.969965487869224,15.65706474328867,8.086861691316768,2776.9659680453406,571.9908879837025,563.9040262923857,251.04314397095663
24/01/2026 (07:00:00 - 07:59:59),Nina Ward,440795892684.0,,0,1.0,1.0,0.0,0.0,175.4158860060677,175.4158860060677,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,437.1986498596673,63.26070231768784,364.9087106794539,198.55858214682786,14.113459278234643,9.029236862525531,4.745850819732227,3269.2465525854013,203.30443296656009,198.55858214682786,127.44901444803894
24/01/2026 (07:00:00 - 07:59:59),Ruby Bennett,440776845445.0,,0,2.0,2.0,0.0,0.0,501.88281540380603,250.94140770190302,0,0,0,0.0,0,0.0,0,0,2.0,2.0,0,0,0,0,2.0,0.0,752.0509382198113,37.505635458530975,708.0596588675501,546.4812026747203,31.627099483453712,12.971287787460584,6.099279149119636,2962.055931281788,552.5804818238399,546.4812026747203,85.36358689437222
24/01/2026 (07:00:00 - 07:59:59),Theo Bennett,440797064732.0,,0,1.0,1.0,0.0,0.0,187.16565156085278,187.16565156085278,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,499.2153441009837,57.29056946338856,436.8135628117347,206.87231328269948,14.595449895986265,5.111211825860437,5.0182035296411325,3092.4749874877807,211.89051681234062,206.87231328269948,295.63449569987864
24/01/2026 (07:00:00 - 07:59:59),Nina Reed,440712872381.0,,0,1.0,1.0,0.0,0.0,147.3614255887443,147.3614255887443,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,565.5625426923358,156.33528727304326,398.66793014615166,191.6683039788767,33.747553116991554,10.559325273140853,4.551513474529738,3203.581735674663,196.21981745340645,191.6683039788767,200.19844687193043
24/01/2026 (07:00:00 - 07:59:59),Ella Scott,440738213751.0,,0,1.0,1.0,0.0,1.0,248.92533841679554,248.92533841679554,0,0,0,0.0,0,1.0,0,0,1.0,2.0,0,0,0,0,0.0,0.0,991.4955038757254,79.14969645528802,900.841346784764,277.25735059970935,16.82755154724043,11.504460635673398,3.11943275897231,3198.3640846922503,280.3767833586817,277.25735059970935,121.25913194906819
24/01/2026 (07:00:00 - 07:59:59),Freya Wright,440705932682.0,,0,3.0,3.0,0.0,0.0,707.1742491784385,235.72474972614617,0,0,0,0.0,0,0.0,0,0,3.0,3.0,0,0,0,0,1.0,0.0,764.8349936611557,52.61972812191948,706.9947094381083,781.1346187821266,58.29870130030409,15.661668303383976,10.873951703439399,2641.894449285781,792.008570485566,781.1346187821266,166.09698022865336
24/01/2026 (08:00:00 - 08:59:59),Liam Turner,440710619180.0,,0,2.0,2.0,1.0,1.0,753.4697306308943,376.73486531544717,0,0,0,0.0,0,0.0,0,0,3.0,3.0,0,0,0,0,2.0,0.0,938.46261280202,37.816926435602625,897.4451539395703,794.7055734259067,34.83477794131818,9.601597280541306,11.481145079346252,2688.9370443091657,806.1867185052529,794.7055734259067,104.87623718558156
24/01/2026 (08:00:00 - 08:59:59),Nina Ward,440795892684.0,,0,3.0,3.0,0.0,0.0,540.4915940728729,180.1638646909576,0,0,0,0.0,0,0.0,0,0,3.0,3.0,0,0,0,0,3.0,0.0,799.4563673572318,119.14265093778442,675.6268476780236,630.7796783585832,76.227478061439,14.060606224271297,16.037439206281974,2689.716737966204,646.8171175648652,630.7796783585832,263.46614446893074
24/01/2026 (08:00:00 - 08:59:59),Ruby Bennett,440776845445.0,,0,2.0,2.0,1.0,1.0,444.98518808304635,222.49259404152318,0,0,0,0.0,0,0.0,0,0,3.0,3.0,0,0,0,0,2.0,0.0,751.2182675111883,264.3306189588275,481.5021052825135,572.1006422653511,116.34436764261008,16.156629809541982,10.512294424098403,2885.167057669148,582.6129366894495,572.1006422653511,132.22000564140274
24/01/2026 (08:00:00 - 08:59:59),Theo Bennett,440797064732.0,,0,1.0,1.0,0.0,0.0,279.7492951014644,279.7492951014644,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,0.0,0.0,982.6192966922636,84.43345157523665,890.2746470207214,306.9782942378929,19.317801040123097,7.911198096305458,5.485916741169271,3161.3769062037713,312.46421097906216,306.9782942378929,126.15888281716649
24/01/2026 (08:00:00 - 08:59:59),Nina Reed,440712872381.0,,0,3.0,3.0,0.0,0.0,331.71763954685315,110.57254651561772,0,0,0,0.0,0,0.0,0,0,3.0,3.0,0,0,0,0,3.0,0.0,311.8960365644397,71.8193507596732,235.53602099218648,391.83101571274585,46.49138172815265,13.621994437739975,15.819756240747633,3051.7757648032025,407.65077195349346,391.83101571274585,140.5734632433043
24/01/2026 (08:00:00 - 08:59:59),Ella Scott,440738213751.0,,0,2.0,2.0,1.0,1.0,233.64973201664563,116.82486600832281,0,0,0,0.0,0,0.0,0,0,3.0,3.0,0,0,0,0,2.0,0.0,398.14713439365755,35.689088478787774,355.393050325128,268.9871336840681,21.207410487938922,21.194986769225338,10.284338515600002,3213.980085521506,279.2714721996681,268.9871336840681,106.74844227882588
24/01/2026 (08:00:00 - 08:59:59),Freya Wright,440705932682.0,,0,3.0,3.0,0.0,0.0,574.5090365417195,191.5030121805732,0,0,0,0.0,0,0.0,0,0,3.0,3.0,0,0,0,0,2.0,0.0,827.2818388067519,83.53971669173862,735.644658337552,680.7047123121737,81.90328443807006,24.292391332384028,16.744366198667755,2767.631847750681,697.4490785108414,680.7047123121737,134.9190737384773
24/01/2026 (09:00:00 - 09:59:59),Liam Turner,440710619180.0,,0,4.0,4.0,0.0,0.0,948.6165903991224,237.1541475997806,0,0,0,0.0,0,0.0,0,0,4.0,4.0,0,0,0,0,3.0,0.0,804.6461077434562,166.4885203196496,632.0428496891643,1121.8032645881583,148.7277232504669,24.458950938568957,21.582693689077647,2392.681960777884,1143.3859582772359,1121.8032645881583,63.93208094488039
24/01/2026 (09:00:00 - 09:59:59),Nina Ward,440795892684.0,,0,4.0,4.0,0.0,0.0,708.8371543373812,177.2092885843453,0,0,0,0.0,0,0.0,0,0,4.0,4.0,0,0,0,0,4.0,0.0,627.1986413496263,20.513588169018945,602.1957863895894,755.2702992251101,28.476077723657006,17.957067164071823,18.160534184318614,2596.5312096359467,773.4308334094287,755.2702992251101,230.03795695462478
24/01/2026 (09:00:00 - 09:59:59),Ruby Bennett,440776845445.0,,0,2.0,2.0,0.0,0.0,371.7388121041651,185.86940605208255,0,0,0,0.0,0,0.0,0,0,2.0,2.0,0,0,0,0,2.0,0.0,561.3470924983794,66.0110486576063,488.9286173396748,430.38063403487337,45.82696892851147,12.814853002196793,6.821568726560971,2988.681708217055,437.20220276143436,430.38063403487337,174.1160890215104
24/01/2026 (09:00:00 - 09:59:59),Theo Bennett,440797064732.0,,0,1.0,1.0,0.0,0.0,223.50643567180825,223.50643567180825,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,710.6364319003251,34.93668695329262,668.9573162973271,241.2701678183198,11.021303496806242,6.742428649705331,5.265609224878208,3193.5990894916154,246.535777043198,241.2701678183198,159.86513346518657
24/01/2026 (09:00:00 - 09:59:59),Nina Reed,440712872381.0,,0,6.0,6.0,0.0,0.0,1529.4305894686609,254.9050982447768,0,0,0,0.0,0,0.0,0,0,6.0,6.0,0,0,0,0,4.0,0.0,1114.9597305487573,107.59403888407707,1004.0747979814917,1693.5152565628205,144.33930499502756,19.745362099132112,26.71828041358522,1648.2644602535224,1720.2335369764057,1693.5152565628205,231.50200277007195
24/01/2026 (09:00:00 - 09:59:59),Ella Scott,440738213751.0,,0,5.0,6.0,0.0,1.0,702.9223718643514,140.58447437287026,0,0,0,1.0,0,1.0,0,0,5.0,7.0,0,0,0,0,2.0,0.0,463.64895590371276,124.16094886884557,333.4379820026417,879.6571369423635,146.48463991688493,30.250125161127418,17.89890637102832,2499.9917571832443,897.5560433133919,879.6571369423635,202.4521995033639
24/01/2026 (09:00:00 - 09:59:59),Freya Wright,440705932682.0,,0,5.0,6.0,1.0,1.0,978.5970720860353,195.71941441720705,0,0,0,1.0,0,0.0,0,0,6.0,7.0,0,0,0,0,2.0,1.0,611.8949234055345,49.24699843564548,559.9662207227279,1088.7035900816868,96.69799675984606,16.090225482966574,25.61072001770434,2399.2272186592004,1114.3143100993912,1088.7035900816868,86.45847124140855
24/01/2026 (10:00:00 - 10:59:59),Liam Turner,440710619180.0,,0,2.0,2.0,0.0,0.0,398.56249601852903,199.28124800926452,0,0,0,0.0,0,0.0,0,0,2.0,2.0,0,0,0,0,2.0,0.0,678.8984796201179,185.03634407932884,489.79838971872846,483.8919950959055,77.2020074332553,8.127491644121148,7.632457711745161,2925.331307965716,491.5244528076506,483.8919950959055,183.14423922663352
24/01/2026 (10:00:00 - 10:59:59),Nina Ward,440795892684.0,,0,4.0,4.0,0.0,0.0,1002.6630602293474,250.66576505733684,0,0,0,0.0,0,0.0,0,0,4.0,4.0,0,0,0,0,3.0,0.0,641.0129338008555,88.47765621170916,545.1269183643326,1136.463896211258,104.16739908265538,29.63343689925524,19.28463333185941,2331.4592144132453,1155.7485295431175,1136.463896211258,112.79225604363731
24/01/2026 (10:00:00 - 10:59:59),Ruby Bennett,440776845445.0,,0,1.0,2.0,1.0,1.0,154.0950244231244,154.0950244231244,0,0,0,1.0,0,0.0,0,0,2.0,3.0,0,0,0,0,0.0,1.0,539.7341635893697,135.33869456921536,392.0280279716765,194.51806129091307,28.05559581931093,24.73488209695543,3.6436849956536213,3286.349825829844,198.16174628656668,194.51806129091307,115.48842788358951
24/01/2026 (10:00:00 - 10:59:59),Theo Bennett,440797064732.0,,0,3.0,3.0,1.0,1.0,515.7844060763748,171.9281353587916,0,0,0,0.0,0,0.0,0,0,4.0,4.0,0,0,0,0,2.0,0.0,716.8112605875875,120.76706001140778,589.2025665806443,625.5850210053402,89.27571294235918,27.366535982141645,13.76414987871356,2671.488206873205,639.3491708840537,625.5850210053402,289.1626222427411
24/01/2026 (10:00:00 - 10:59:59),Nina Reed,440712872381.0,,0,4.0,4.0,2.0,2.0,970.9036135696747,242.72590339241867,0,0,0,0.0,0,0.0,0,0,6.0,6.0,0,0,0,0,4.0,0.0,892.9089090346473,50.41275114614904,832.8295529184539,1083.6476007264664,74.07756727661447,57.99962982026591,18.853789782685002,2431.0214024657525,1102.5013905091514,1083.6476007264664,66.47720702509622
24/01/2026 (10:00:00 - 10:59:59),Ella Scott,440738213751.0,,0,7.0,10.0,0.0,0.0,2900.5364543444143,414.3623506206306,0,0,0,3.0,0,0.0,0,0,7.0,10.0,0,0,0,0,0.0,2.0,1586.4549518862216,63.70103780463209,1515.7351127742413,3079.37307763702,129.70501414116916,49.13160915143676,31.160636818655654,367.76220894064613,3110.5337144556756,3079.37307763702,121.7040766036782
24/01/2026 (10:00:00 - 10:59:59),Freya Wright,440705932682.0,,0,5.0,5.0,1.0,1.0,1467.2131704471672,293.44263408943345,0,0,0,0.0,0,0.0,0,0,6.0,6.0,0,0,0,0,4.0,0.0,1164.2749386873263,86.96627148167572,1070.4110950167787,1591.592482643789,89.8914512522618,41.38543313323186,23.535176157003328,1723.7167529590342,1615.1276588007925,1591.592482643789,261.1555882401733
24/01/2026 (11:00:00 - 11:59:59),Liam Turner,440710619180.0,,0,3.0,3.0,0.0,0.0,438.1817407536146,146.06058025120487,0,0,0,0.0,0,0.0,0,0,3.0,3.0,0,0,0,0,1.0,0.0,692.5605408438466,151.65586715054286,534.4019772222634,612.0293576585527,154.3395274918173,19.508089413120807,14.110351746942841,2736.7010291405254,626.1397094054955,612.0293576585527,237.1592614539789
24/01/2026 (11:00:00 - 11:59:59),Nina Ward,440795892684.0,,0,4.0,4.0,2.0,2.0,1855.2904126583285,463.8226031645821,0,0,0,0.0,0,0.0,0,0,6.0,6.0,0,0,0,0,3.0,0.0,1555.4595889215045,159.1176265963853,1388.6481254592052,2027.6747666512317,141.60900652924667,46.16302119548466,13.535783098324341,1300.0727184526927,2041.210549749556,2027.6747666512317,258.7167317977513
24/01/2026 (11:00:00 - 11:59:59),Ruby Bennett,440776845445.0,,0,2.0,3.0,0.0,0.0,465.90343751040507,232.95171875520253,0,0,0,1.0,0,0.0,0,0,2.0,3.0,0,0,0,0,2.0,1.0,520.9503274748348,36.46729904182676,476.36072974058527,514.9397030551067,32.791668159856236,16.24459738484552,11.905139247429876,3012.3931788682876,526.8448423025367,514.9397030551067,60.76197882917598
24/01/2026 (11:00:00 - 11:59:59),Theo Bennett,440797064732.0,,0,5.0,5.0,2.0,2.0,1034.4177925091233,206.88355850182464,0,0,0,0.0,0,0.0,0,0,7.0,7.0,0,0,0,0,1.0,0.0,831.1088316594897,35.64203311601176,790.8226300172998,1134.2240351799271,76.58540003991375,32.509179683246224,16.51409716632571,2229.4034010349487,1150.7381323462528,1134.2240351799271,219.85846661879827
24/01/2026 (11:00:00 - 11:59:59),Nina Reed,440712872381.0,,0,5.0,7.0,2.0,2.0,1325.6782501635723,265.13565003271447,0,0,0,2.0,0,0.0,0,0,7.0,9.0,0,0,0,0,0.0,2.0,865.5952724187525,60.964535063543586,797.1606368660389,1440.1110678422888,77.08231523286636,52.29070342419022,22.757610319586053,1939.6448908855018,1462.8686781618749,1440.1110678422888,197.48643095262344
24/01/2026 (11:00:00 - 11:59:59),Ella Scott,440738213751.0,,0,2.0,2.0,0.0,0.0,528.4377280235392,264.2188640117696,0,0,0,0.0,0,0.0,0,0,2.0,2.0,0,0,0,0,2.0,0.0,877.8273326747916,47.53078417000669,825.2791357936132,568.6152725452667,30.142719099384095,10.034825422343461,10.44417373654705,2851.8731933898634,579.0594462818138,568.6152725452667,169.06736032832282
24/01/2026 (11:00:00 - 11:59:59),Freya Wright,440705932682.0,,0,9.0,10.0,0.0,0.0,1681.4891546004467,186.83212828893852,0,0,0,1.0,0,0.0,0,0,9.0,10.0,0,0,0,0,0.0,0.0,638.8400604197947,132.38499243492467,499.8627707551944,2040.582222043266,299.7623923757386,59.33067506708062,51.43606524268854,1444.247581915849,2092.0182872859546,2040.582222043266,63.73413079819643
24/01/2026 (12:00:00 - 12:59:59),Liam Turner,440710619180.0,,0,7.0,8.0,1.0,1.0,1917.6990769679912,273.9570109954273,0,0,0,1.0,0,0.0,0,0,8.0,9.0,0,0,0,0,2.0,1.0,1213.0805245494855,134.41927266623173,1068.982714502086,2213.7093515322645,228.26051289610035,77.42829904934057,31.216520961369966,1253.4078174671674,2244.9258724936344,2213.7093515322645,101.66631003919817
24/01/2026 (12:00:00 - 12:59:59),Nina Ward,440795892684.0,,0,2.0,2.0,0.0,0.0,334.62237570759805,167.31118785379903,0,0,0,0.0,0,0.0,0,0,2.0,2.0,0,0,0,0,1.0,0.0,726.680629191029,60.09941020765921,661.7867910978459,379.74953645098645,35.538304972340775,9.588855771047658,7.537232439038597,2914.901385337759,387.28676889002503,379.74953645098645,297.81184577221563
24/01/2026 (12:00:00 - 12:59:59),Ruby Bennett,440776845445.0,,0,1.0,1.0,0.0,1.0,247.21965466662485,247.21965466662485,0,0,0,0.0,0,1.0,0,0,1.0,2.0,0,0,0,0,1.0,0.0,688.2689981769862,48.62865405858495,633.942379397516,264.6098700358435,11.692250648333458,5.697964720885211,4.271148951068282,3049.881387789264,268.8810189869118,264.6098700358435,281.2375932238243
24/01/2026 (12:00:00 - 12:59:59),Theo Bennett,440797064732.0,,0,4.0,4.0,1.0,1.0,711.6486574099766,177.91216435249416,0,0,0,0.0,0,0.0,0,0,5.0,5.0,0,0,0,0,2.0,0.0,725.6895784171343,74.00878156850051,644.4069825260455,823.3700172443667,82.62610254403656,36.369071612941944,21.61798186316366,2534.191356275227,844.9879991075304,823.3700172443667,220.82064461724246
24/01/2026 (12:00:00 - 12:59:59),Nina Reed,440712872381.0,,0,7.0,8.0,1.0,1.0,2298.1121730292875,328.30173900418396,0,0,0,1.0,0,0.0,0,0,8.0,9.0,0,0,0,0,2.0,1.0,792.6401422720836,60.845091813489596,723.7494294428387,2544.126012256579,189.69449211700427,64.36496812604202,28.802708303517136,826.5200880120714,2572.9287205600963,2544.126012256579,200.55119142783238
24/01/2026 (12:00:00 - 12:59:59),Ella Scott,440738213751.0,,0,5.0,8.0,2.0,2.0,961.7414271769526,192.34828543539052,0,0,0,3.0,0,0.0,0,0,7.0,10.0,0,0,0,0,1.0,2.0,734.5439026011919,45.22652845994049,683.6517662167868,1079.7077621656795,89.63829536640387,39.65925547125234,24.70569995036047,2422.829243136148,1104.41346211604,1079.7077621656795,72.75729474781213
24/01/2026 (12:00:00 - 12:59:59),Freya Wright,440705932682.0,,0,3.0,7.0,0.0,0.0,945.4024177954155,315.1341392651385,0,0,0,4.0,0,0.0,0,0,3.0,7.0,0,0,0,0,2.0,1.0,1217.4689841668521,99.59106746199194,1108.8118663130028,1044.746554638391,72.14598566740389,27.19815117557166,14.118437993035956,2353.3741544641684,1058.864992631427,1044.746554638391,187.76085290440466
24/01/2026 (13:00:00 - 13:59:59),Liam Turner,440710619180.0,,0,8.0,8.0,0.0,0.0,2116.556570276828,264.5695712846035,0,0,0,0.0,0,0.0,0,0,8.0,8.0,0,0,0,0,2.0,0.0,941.6434422496895,37.613120580841866,893.2194282279874,2265.1746847653653,62.13096696165449,86.48714752688262,35.87592026148971,1206.5204156209797,2301.050605026855,2265.1746847653653,92.42897935216516
